,Filename,Success,Nchan,dof,chi^2,chi^2/dof,rms,A,dA,B_1,dB_1,B_2,dB_2,C,dC,XE_0,dXE_0,XP_0,dXP_0,W,dW,N,dN,X,dX,W_50,dW_50,W_20,dW_20,F_peak,dF_peak,F_int,dF_int,Class
6,0458-020_lowz_gbt.freq,0,260,252,28.7465,0.114074,0.01,0.0286469,1.62637,0.400807,2.2652,0.317815,2.7392,0.0213811,0.324477,114.504,19.1243,116.365,7.45109,0.243316,77.1992,4.05262,8.12534,0.718447,2.39529,5.25767,3.52385,9.92608,4.63294,0.0241166,0.0081744,0.156679,0.0540863,1
7,0738+313_z0.0912_gmrt.freq,1,126,121,4.43595,0.0366608,0.01,0.471208,15.1639,0.158163,0.716616,0.1812,0.502283,0.0,0.0,66.0554,14.7736,0.1,0.0,0.00364887,85.0529,0.0,0.0,9.32072,0.148134,3.95284,0.227516,6.08711,0.317535,0.118138,0.00543753,0.501294,0.0204806,1
8,0738+313_z0.2212_wsrt.freq,0,800,795,31.2351,0.0392895,0.01,0.122354,0.112301,0.0853092,0.0446414,0.159573,0.0511272,0.0,0.0,499.6,3.03361,0.1,0.0,5.06133,6.21303,0.0,0.0,11.6912,0.181647,4.97299,0.380851,7.71416,0.426736,0.0779259,0.00405633,0.415724,0.0204803,1
9,0801+303_gmrt.freq,0,81,76,0.909746,0.0119703,0.01,0.0040166,0.00611786,4.65429,254957000.0,0.0766975,0.26202,0.0,0.0,36.3322,2593190.0,0.1,0.0,10.2375,2593200.0,0.0,0.0,31.156,10835600.0,74.6134,1556200.0,102.91,12009800.0,0.00395399,1352.23,0.297696,74188.0,1
10,0827+243_gmrt.freq,0,83,75,1.15214,0.0153618,0.01,0.00619194,9.94892,0.205319,31.041,0.339643,9.09378,0.0340067,91.8698,51.8984,1910.56,42.0085,2636.05,2.66968,1469.39,1.01154,2538.76,10.9705,38.6743,35.987,55.5822,55.3995,64.1472,0.00590232,0.00623799,0.226888,0.231373,1
11,0952+179_gmrt.freq,0,144,139,2.39082,0.0172001,0.01,0.0102747,0.00457685,0.217749,0.367519,0.250148,0.44435,0.0,0.0,71.5322,2.26467,0.1,0.0,8.48368,3.29023,0.0,0.0,2.82836,1.29288,8.67779,3.17477,11.2783,3.7022,0.0102213,0.00404734,0.0889546,0.0277763,1
12,1127-145_gmrt.freq,0,124,119,89.4863,0.751986,0.01,0.0964366,0.0109092,0.0810922,0.0150752,0.333855,0.0783074,0.0,0.0,62.8958,0.732502,0.1,0.0,8.94691,1.00336,0.0,0.0,4.99458,1.03078,40.9587,2.40299,59.8432,2.47153,0.0889555,0.00424572,3.75559,0.140301,1
13,1157+014_gbt.freq,0,59,54,41.4559,0.767701,0.01,0.0464422,0.0144968,5.2913,124018000000.0,0.366545,0.245822,0.0,0.0,32.1665,316821000.0,0.1,0.0,2.1935,316821000.0,0.0,0.0,6.01188,1774810000.0,16.8583,3340120000.0,23.4043,8539250000.0,0.0454793,7720610.0,0.774049,110969000.0,1
14,1229-021_gmrt.freq,2,70,65,3.17578,0.0488581,0.01,610266000.0,892071000000.0,0.55528,0.199689,0.0723962,2.28219,0.0,0.0,8.21998,2071.74,0.1,0.0,30.538,2077.09,0.0,0.0,-0.783212,160.142,17.4995,46.8625,28.021,42.967,0.0613275,0.00909446,1.19532,3.05409,1
15,1243_gmrt.vel,1,109,104,130.95,1.25914,0.01,89.7395,8747.3,0.242463,0.0551768,0.0511969,0.327413,0.0,0.0,34.5211,330.696,0.1,0.0,20.4283,337.46,0.0,0.0,-0.16074,0.95746,10.59,1.01145,17.0816,1.47857,0.0700934,0.00506975,0.828922,0.0688138,1
16,1331+305_gbt.freq,1,457,452,25.0019,0.055314,0.01,2546140000.0,1279890000000.0,0.018301,0.189354,0.0960504,0.0263188,0.0,0.0,384.765,2750.5,0.1,0.0,122.927,2765.37,0.0,0.0,9.02634,0.598453,8.51967,44.1243,13.2823,33.4851,0.144431,0.911295,1.3394,0.0819609,1
17,1429+400_gbt.freq,0,240,232,1149.61,4.95522,0.01,0.142589,0.557153,0.195288,0.0705034,0.107054,0.0457954,0.0101024,0.0152462,119.537,5.09703,122.253,0.608558,0.421191,14.0298,3.59448,1.04875,-383.773,0.165925,22.1231,0.248855,26.4076,0.355452,0.194138,0.005504,2.98043,0.0526035,1
18,1430-kpec09.dat,0,348,343,2.07707,0.00605558,0.01,0.00232778,0.00147269,0.0378078,0.110854,0.998255,14.3288,0.0,0.0,187.251,20.4706,0.1,0.0,42.6323,20.8788,0.0,0.0,-61.1917,9.12665,37.6722,18.4445,44.8928,24.4829,0.00232777,0.00147221,0.0876924,0.0493682,1
19,1621+074_gmrt.freq,1,43,38,12.4699,0.328154,0.01,0.277132,6.8873,0.182367,0.919848,4.69558,164269000.0,0.0,0.0,28.4822,1615780.0,0.1,0.0,1.57454,1615850.0,0.0,0.0,7.25895,16476200.0,15.7421,68273500.0,30.6538,77208600.0,0.0505771,237544.0,0.975491,1312930.0,1
20,1629+120_gmrt.freq,1,128,120,3.00476,0.0250396,0.01,1.80343,132.296,0.149765,0.15231,0.0271918,0.130358,0.0532173,0.294966,38.6401,477.374,72.0052,3.71835,25.9398,516.324,1.2884,4.43245,-7.07999,1.55229,10.8579,8.18526,23.3141,3.04429,0.0354017,0.00474893,0.496383,0.0538787,1
21,1755+578_gmrt.freq,0,85,80,25.727,0.321588,0.01,0.0274237,9281.62,3.77523,2205780000.0,4.25775,1333700000.0,0.0,0.0,47.0767,71732900.0,0.1,0.0,0.835635,71783800.0,0.0,0.0,160.309,1792020000.0,50.9671,4252490000.0,61.5581,1558670000.0,0.0274234,9344.53,1.40188,119960000.0,1
22,1830-211_cdn99.DAT,0,42,34,2.97761,0.0875767,0.01,0.00259411,0.0177032,0.516735,0.283267,0.298349,0.762293,1.78893,14.0979,21.1328,4.52747,25.4186,1.87869,5.51763,3.88914,1.14826,1.25428,-72.411,30.8892,215.611,41.9301,322.826,40.3487,0.048142,0.00633701,11.2617,1.49547,1
23,1850+402_gmrt.freq,1,256,251,377.466,1.50385,0.01,1.02191,5.97577,0.401465,0.120808,0.0317973,0.0335339,0.0,0.0,154.098,50.6973,0.1,0.0,13.8874,51.189,0.0,0.0,127.241,2.88048,30.2782,3.17717,56.2265,3.97752,0.0817215,0.00505432,2.99116,0.183334,1
24,2003-025_gmrt.freq,0,92,84,0.473419,0.00563594,0.01,0.00335413,0.0362647,1.36937,10.6041,0.566539,3.15556,0.241595,13.8043,63.6954,4.65203,61.489,8.78229,5.35535,4.48997,0.630629,20.6636,54.3343,11.6714,43.1517,24.4895,49.0393,28.3901,0.00548188,0.00675902,0.210111,0.152603,1
25,2039+187_gbt.freq,2,241,236,44.0206,0.186528,0.01,321650000.0,346381000000.0,0.415528,0.314829,0.0177634,0.417627,0.0,0.0,-17.33,6265.21,0.1,0.0,125.944,6267.29,0.0,0.0,-65.0983,211.943,13.1369,306.627,24.14,381.782,0.0254949,0.292935,0.411289,1.59177,1
26,2337-011_gmrt.freq,0,79,74,690.698,9.33375,0.01,0.354658,0.0456968,1.15942,0.504627,1.6711,1.33162,0.0,0.0,40.3222,0.0988437,0.1,0.0,1.44644,0.183846,0.0,0.0,33.6441,0.0649008,5.64277,0.210293,7.35736,0.18059,0.352808,0.0119356,1.99715,0.0437196,1
27,2351+456_gmrt.freq,0,400,395,118.011,0.298762,0.01,0.45862,0.0858824,0.142914,0.0104115,0.0729359,0.00839556,0.0,0.0,205.838,0.763703,0.1,0.0,6.17144,1.50247,0.0,0.0,6.60372,0.489069,56.3661,1.03909,87.4096,1.14759,0.3026,0.00378699,18.2805,0.2141,1
28,2355-106_gmrt.freq,0,184,176,75.8866,0.431174,0.01,0.00989897,0.200193,0.510854,0.516547,4.10853,98159.0,0.000413413,0.163598,106.424,2361.47,107.516,67.5846,0.774123,2361.53,8.51944,211.986,44.7443,2358.95,4.66348,1.5484,7.26264,1.95769,0.0445077,0.147052,0.244832,75.3867,1
29,SPEC_J0849_2.DAT,0,512,504,4546.81,9.02145,0.01,0.0178813,0.0182693,0.832353,1.07091,0.69965,1.59138,0.0298719,0.27829,237.065,2.00943,237.848,2.39389,4.63741,3.104,3.25362,6.4801,-5.9349,0.883899,6.75662,1.14342,26.3763,1.37781,0.0815362,0.00876832,0.945795,0.084934,1
30,SPEC_J0921+6215.DAT,0,512,504,305.704,0.606555,0.01,0.0122956,7.15592,5.3782,17897400000.0,4.9442,16439400000.0,0.50252,300.002,257.12,407926000.0,254.782,1149.33,3.87153,420573000.0,0.993336,6.00074,0.654947,674750000.0,7.84677,652801000.0,14.2892,1298070000.0,0.0476799,4166500.0,0.398629,32679700.0,1
31,SPEC_J1241.DAT,0,128,120,26.9448,0.22454,0.01,0.00237055,0.00813935,1.00769,3.04051,0.555483,1.759,0.261288,3.15094,59.2547,3.28109,59.8427,3.29015,3.76234,6.06924,2.4385,9.14772,-11.0836,8.18402,9.76895,9.04716,39.2606,13.061,0.0144453,0.00951082,0.250238,0.136868,1
32,SPEC_J1243.DAT,0,128,120,65.0894,0.542412,0.01,0.104011,0.559025,0.27663,0.132221,4.63655,768349.0,0.110873,0.692525,46.1679,21417.8,44.0647,2.18062,0.573672,21408.0,4.43363,5.19953,9.37784,380869.0,2.48263,196232.0,4.65363,362206.0,0.439386,60110.5,2.6776,85443.0,1
33,SPEC_J1255+1817.DAT,0,1864,1856,976.189,0.525964,0.01,5.43014e-07,0.005243,0.322989,0.0727417,6.85366,620538000000000.0,2535.58,24484200.0,966.391,7080490000000.0,975.233,1.26372,14.4526,7080490000000.0,1.3697,0.359525,-1.31499,8467280000000.0,25.0889,27078100000.0,39.5704,11415400000.0,0.0778451,118715000.0,2.10906,415536000000.0,1
34,SPEC_J1327+4326.DAT,0,1858,1853,1012.45,0.546386,0.01,0.0382869,174864000000000.0,3.76295,1410380000000000.0,4.55158,4543490000000000.0,0.0,0.0,1118.64,240266000000000.0,0.1,0.0,0.405499,829444000000000.0,0.0,0.0,338.648,536191000000000.0,1.83817,3437210000000000.0,2.51534,2293370000000000.0,0.0372683,159361000000000.0,0.0691249,174399000000000.0,1
35,SPEC_J1342+5110.DAT,0,487,482,1290.32,2.67702,0.01,0.065953,0.00568372,0.110019,0.0343043,0.387002,0.200308,0.0,0.0,234.553,0.757631,0.1,0.0,12.428,0.919724,0.0,0.0,3.20148,1.03578,53.7665,2.37181,68.7655,2.77601,0.0658086,0.00327797,3.54288,0.139972,1
36,SPEC_J1428.DAT,1,512,504,468.089,0.928749,0.01,596828.0,41105300.0,0.341363,0.551865,0.744953,0.20961,0.0561175,0.0250889,236.719,20.6975,233.156,0.0737465,5.34091,22.6484,6.7666,0.805079,3.95672,0.442535,10.1067,0.559014,16.8452,6.98124,0.250186,0.0408807,2.3002,0.220168,1
37,SPEC_J1438d.DAT,0,505,500,5213.26,10.4265,0.01,0.313898,0.0803616,0.208432,0.0721028,0.386776,0.130054,0.0,0.0,249.837,0.430993,0.1,0.0,3.98484,1.00939,0.0,0.0,-3.10769,0.192766,17.1986,0.47451,25.2765,0.498567,0.27727,0.00589994,4.95064,0.0879467,1
38,SPEC_J1443.DAT,2,512,507,214.346,0.422772,0.01,5226290000.0,2012170000000.0,0.08958,0.72166,0.556367,0.0750232,0.0,0.0,274.913,434.227,0.1,0.0,24.9846,435.903,0.0,0.0,0.228295,0.380822,8.42792,0.41449,13.2778,4.57646,0.333913,0.114549,3.08843,0.181533,1
39,SPEC_J1639.DAT,0,512,504,6577.9,13.0514,0.01,0.480948,0.259226,0.210122,0.0221546,0.135741,0.0272515,0.0201484,0.103736,238.244,1.12715,253.009,7.12359,13.1337,1.04395,0.984634,1.15988,-1.40046,0.0520609,23.0076,0.118309,30.3062,0.211413,0.661494,0.00419253,15.0451,0.0621466,1
40,SPEC_J2219+0229.DAT,1,1117,1109,5530.31,4.98675,0.01,0.289193,13.6691,0.222174,0.65456,0.222194,0.67529,0.0894845,0.149282,573.187,2.48724,572.297,0.632815,1.56163,71.3508,3.56162,1.53551,4.28308,0.442646,11.0936,0.361777,36.0769,0.807183,0.250818,0.00652178,3.94568,0.105466,1
41,1331+170_arecibo.freq,1,247,242,112.786,0.466058,0.01,53075200.0,71467100000.0,0.0109811,0.336733,0.0526986,0.0518178,0.0,0.0,307.951,12889.9,0.1,0.0,192.536,12982.8,0.0,0.0,2.75291,2.01502,24.3692,6.32729,37.9281,6.9633,0.0347501,0.00605606,0.920237,0.2582,1
42,SPEC_J0041S.DAT,0,483,475,489.007,1.02949,0.01,0.0656426,0.10715,0.519419,0.7101,0.439761,1.54388,0.0364342,0.709056,228.776,7.06475,229.988,20.7871,2.0337,5.29505,1.00819,53.1471,-1.85388,0.747711,8.35918,1.62995,12.3947,2.11343,0.0576899,0.008816,0.501437,0.0621943,1
43,SPEC_J1551.DAT,0,494,489,1869.19,3.82247,0.01,0.26834,1.68143,9.50223,2.1479e+17,0.535681,1.43762,0.0,0.0,230.31,446577000000000.0,0.1,0.0,0.270594,446577000000000.0,0.0,0.0,0.762679,285270000000000.0,2.76772,3479100000000000.0,5.02711,2536400000000000.0,0.162067,200124000000000.0,0.512282,84198000000000.0,1
